"Var1","Var2","yes","no","total.votes","approval","current","yes12","yes16","yes20"
4500,1300,4500,1300,5800,77.5862068965517,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,1300,4600,1300,5900,77.9661016949153,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,1300,4700,1300,6000,78.3333333333333,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,1300,4800,1300,6100,78.6885245901639,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,1300,4900,1300,6200,79.0322580645161,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,1300,5000,1300,6300,79.3650793650794,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,1300,5100,1300,6400,79.6875,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,1300,5200,1300,6500,80,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,1300,5300,1300,6600,80.3030303030303,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,1300,5400,1300,6700,80.5970149253731,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,1300,5500,1300,6800,80.8823529411765,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,1300,5600,1300,6900,81.1594202898551,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,1300,5700,1300,7000,81.4285714285714,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,1300,5800,1300,7100,81.6901408450704,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,1300,5900,1300,7200,81.9444444444444,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,1300,6000,1300,7300,82.1917808219178,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,1300,6100,1300,7400,82.4324324324324,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,1300,6200,1300,7500,82.6666666666667,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,1300,6300,1300,7600,82.8947368421053,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,1300,6400,1300,7700,83.1168831168831,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,1300,6500,1300,7800,83.3333333333333,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6600,1300,6600,1300,7900,83.5443037974684,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6700,1300,6700,1300,8000,83.75,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6800,1300,6800,1300,8100,83.9506172839506,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6900,1300,6900,1300,8200,84.1463414634146,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,1300,7000,1300,8300,84.3373493975904,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,1300,7100,1300,8400,84.5238095238095,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,1300,7200,1300,8500,84.7058823529412,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,1300,7300,1300,8600,84.8837209302326,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,1300,7400,1300,8700,85.0574712643678,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,1300,7500,1300,8800,85.2272727272727,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,1300,7600,1300,8900,85.3932584269663,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,1300,7700,1300,9000,85.5555555555556,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,1300,7800,1300,9100,85.7142857142857,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,1300,7900,1300,9200,85.8695652173913,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,1300,8000,1300,9300,86.0215053763441,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,1300,8100,1300,9400,86.1702127659574,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,1300,8200,1300,9500,86.3157894736842,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,1300,8300,1300,9600,86.4583333333333,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,1300,8400,1300,9700,86.5979381443299,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,1300,8500,1300,9800,86.734693877551,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,1300,8600,1300,9900,86.8686868686869,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,1300,8700,1300,10000,87,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,1300,8800,1300,10100,87.1287128712871,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,1300,8900,1300,10200,87.2549019607843,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,1300,9000,1300,10300,87.378640776699,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,1300,9100,1300,10400,87.5,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,1300,9200,1300,10500,87.6190476190476,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,1300,9300,1300,10600,87.7358490566038,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,1300,9400,1300,10700,87.8504672897196,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,1300,9500,1300,10800,87.962962962963,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,1300,9600,1300,10900,88.0733944954129,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,1300,9700,1300,11000,88.1818181818182,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,1300,9800,1300,11100,88.2882882882883,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,1300,9900,1300,11200,88.3928571428571,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,1300,10000,1300,11300,88.4955752212389,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,1400,4000,1400,5400,74.0740740740741,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4100,1400,4100,1400,5500,74.5454545454545,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4200,1400,4200,1400,5600,75,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4300,1400,4300,1400,5700,75.4385964912281,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4400,1400,4400,1400,5800,75.8620689655172,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,1400,4500,1400,5900,76.271186440678,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,1400,4600,1400,6000,76.6666666666667,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,1400,4700,1400,6100,77.0491803278689,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,1400,4800,1400,6200,77.4193548387097,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,1400,4900,1400,6300,77.7777777777778,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,1400,5000,1400,6400,78.125,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,1400,5100,1400,6500,78.4615384615385,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,1400,5200,1400,6600,78.7878787878788,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,1400,5300,1400,6700,79.1044776119403,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,1400,5400,1400,6800,79.4117647058823,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,1400,5500,1400,6900,79.7101449275362,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,1400,5600,1400,7000,80,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,1400,5700,1400,7100,80.2816901408451,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,1400,5800,1400,7200,80.5555555555556,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,1400,5900,1400,7300,80.8219178082192,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,1400,6000,1400,7400,81.0810810810811,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,1400,6100,1400,7500,81.3333333333333,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,1400,6200,1400,7600,81.5789473684211,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,1400,6300,1400,7700,81.8181818181818,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,1400,6400,1400,7800,82.051282051282,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,1400,6500,1400,7900,82.2784810126582,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6600,1400,6600,1400,8000,82.5,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6700,1400,6700,1400,8100,82.7160493827161,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6800,1400,6800,1400,8200,82.9268292682927,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,1400,6900,1400,8300,83.1325301204819,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,1400,7000,1400,8400,83.3333333333333,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,1400,7100,1400,8500,83.5294117647059,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,1400,7200,1400,8600,83.7209302325581,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,1400,7300,1400,8700,83.9080459770115,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,1400,7400,1400,8800,84.0909090909091,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,1400,7500,1400,8900,84.2696629213483,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,1400,7600,1400,9000,84.4444444444444,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,1400,7700,1400,9100,84.6153846153846,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,1400,7800,1400,9200,84.7826086956522,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,1400,7900,1400,9300,84.9462365591398,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,1400,8000,1400,9400,85.1063829787234,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,1400,8100,1400,9500,85.2631578947368,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,1400,8200,1400,9600,85.4166666666667,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,1400,8300,1400,9700,85.5670103092783,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,1400,8400,1400,9800,85.7142857142857,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,1400,8500,1400,9900,85.8585858585859,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,1400,8600,1400,10000,86,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,1400,8700,1400,10100,86.1386138613861,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,1400,8800,1400,10200,86.2745098039216,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,1400,8900,1400,10300,86.4077669902913,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,1400,9000,1400,10400,86.5384615384615,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,1400,9100,1400,10500,86.6666666666667,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,1400,9200,1400,10600,86.7924528301887,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,1400,9300,1400,10700,86.9158878504673,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,1400,9400,1400,10800,87.037037037037,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,1400,9500,1400,10900,87.1559633027523,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,1400,9600,1400,11000,87.2727272727273,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,1400,9700,1400,11100,87.3873873873874,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,1400,9800,1400,11200,87.5,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,1400,9900,1400,11300,87.6106194690265,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,1400,10000,1400,11400,87.719298245614,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,1500,4000,1500,5500,72.7272727272727,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4100,1500,4100,1500,5600,73.2142857142857,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4200,1500,4200,1500,5700,73.6842105263158,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4300,1500,4300,1500,5800,74.1379310344828,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4400,1500,4400,1500,5900,74.5762711864407,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,1500,4500,1500,6000,75,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,1500,4600,1500,6100,75.4098360655738,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,1500,4700,1500,6200,75.8064516129032,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,1500,4800,1500,6300,76.1904761904762,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,1500,4900,1500,6400,76.5625,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,1500,5000,1500,6500,76.9230769230769,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,1500,5100,1500,6600,77.2727272727273,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,1500,5200,1500,6700,77.6119402985075,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,1500,5300,1500,6800,77.9411764705882,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,1500,5400,1500,6900,78.2608695652174,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,1500,5500,1500,7000,78.5714285714286,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,1500,5600,1500,7100,78.8732394366197,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,1500,5700,1500,7200,79.1666666666667,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,1500,5800,1500,7300,79.4520547945205,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,1500,5900,1500,7400,79.7297297297297,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,1500,6000,1500,7500,80,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,1500,6100,1500,7600,80.2631578947368,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,1500,6200,1500,7700,80.5194805194805,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,1500,6300,1500,7800,80.7692307692308,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,1500,6400,1500,7900,81.0126582278481,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,1500,6500,1500,8000,81.25,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6600,1500,6600,1500,8100,81.4814814814815,"Quorum not met","Quorum met","Quorum met","Quorum not met"
6700,1500,6700,1500,8200,81.7073170731707,"Quorum met","Quorum met","Quorum met","Quorum not met"
6800,1500,6800,1500,8300,81.9277108433735,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,1500,6900,1500,8400,82.1428571428571,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,1500,7000,1500,8500,82.3529411764706,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,1500,7100,1500,8600,82.5581395348837,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,1500,7200,1500,8700,82.7586206896552,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,1500,7300,1500,8800,82.9545454545455,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,1500,7400,1500,8900,83.1460674157303,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,1500,7500,1500,9000,83.3333333333333,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,1500,7600,1500,9100,83.5164835164835,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,1500,7700,1500,9200,83.695652173913,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,1500,7800,1500,9300,83.8709677419355,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,1500,7900,1500,9400,84.0425531914894,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,1500,8000,1500,9500,84.2105263157895,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,1500,8100,1500,9600,84.375,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,1500,8200,1500,9700,84.5360824742268,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,1500,8300,1500,9800,84.6938775510204,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,1500,8400,1500,9900,84.8484848484848,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,1500,8500,1500,10000,85,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,1500,8600,1500,10100,85.1485148514851,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,1500,8700,1500,10200,85.2941176470588,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,1500,8800,1500,10300,85.4368932038835,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,1500,8900,1500,10400,85.5769230769231,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,1500,9000,1500,10500,85.7142857142857,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,1500,9100,1500,10600,85.8490566037736,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,1500,9200,1500,10700,85.981308411215,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,1500,9300,1500,10800,86.1111111111111,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,1500,9400,1500,10900,86.2385321100918,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,1500,9500,1500,11000,86.3636363636364,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,1500,9600,1500,11100,86.4864864864865,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,1500,9700,1500,11200,86.6071428571429,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,1500,9800,1500,11300,86.7256637168142,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,1500,9900,1500,11400,86.8421052631579,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,1500,10000,1500,11500,86.9565217391304,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,1600,4000,1600,5600,71.4285714285714,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4100,1600,4100,1600,5700,71.9298245614035,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4200,1600,4200,1600,5800,72.4137931034483,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4300,1600,4300,1600,5900,72.8813559322034,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4400,1600,4400,1600,6000,73.3333333333333,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,1600,4500,1600,6100,73.7704918032787,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,1600,4600,1600,6200,74.1935483870968,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,1600,4700,1600,6300,74.6031746031746,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,1600,4800,1600,6400,75,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,1600,4900,1600,6500,75.3846153846154,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,1600,5000,1600,6600,75.7575757575758,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,1600,5100,1600,6700,76.1194029850746,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,1600,5200,1600,6800,76.4705882352941,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,1600,5300,1600,6900,76.8115942028985,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,1600,5400,1600,7000,77.1428571428572,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,1600,5500,1600,7100,77.4647887323944,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,1600,5600,1600,7200,77.7777777777778,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,1600,5700,1600,7300,78.0821917808219,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,1600,5800,1600,7400,78.3783783783784,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,1600,5900,1600,7500,78.6666666666667,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,1600,6000,1600,7600,78.9473684210526,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,1600,6100,1600,7700,79.2207792207792,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,1600,6200,1600,7800,79.4871794871795,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,1600,6300,1600,7900,79.746835443038,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,1600,6400,1600,8000,80,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,1600,6500,1600,8100,80.2469135802469,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6600,1600,6600,1600,8200,80.4878048780488,"Quorum met","Quorum met","Quorum met","Quorum not met"
6700,1600,6700,1600,8300,80.7228915662651,"Quorum met","Quorum met","Quorum met","Quorum not met"
6800,1600,6800,1600,8400,80.9523809523809,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,1600,6900,1600,8500,81.1764705882353,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,1600,7000,1600,8600,81.3953488372093,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,1600,7100,1600,8700,81.6091954022989,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,1600,7200,1600,8800,81.8181818181818,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,1600,7300,1600,8900,82.0224719101124,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,1600,7400,1600,9000,82.2222222222222,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,1600,7500,1600,9100,82.4175824175824,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,1600,7600,1600,9200,82.6086956521739,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,1600,7700,1600,9300,82.7956989247312,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,1600,7800,1600,9400,82.9787234042553,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,1600,7900,1600,9500,83.1578947368421,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,1600,8000,1600,9600,83.3333333333333,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,1600,8100,1600,9700,83.5051546391753,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,1600,8200,1600,9800,83.6734693877551,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,1600,8300,1600,9900,83.8383838383838,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,1600,8400,1600,10000,84,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,1600,8500,1600,10100,84.1584158415842,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,1600,8600,1600,10200,84.3137254901961,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,1600,8700,1600,10300,84.4660194174757,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,1600,8800,1600,10400,84.6153846153846,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,1600,8900,1600,10500,84.7619047619048,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,1600,9000,1600,10600,84.9056603773585,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,1600,9100,1600,10700,85.0467289719626,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,1600,9200,1600,10800,85.1851851851852,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,1600,9300,1600,10900,85.3211009174312,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,1600,9400,1600,11000,85.4545454545455,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,1600,9500,1600,11100,85.5855855855856,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,1600,9600,1600,11200,85.7142857142857,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,1600,9700,1600,11300,85.8407079646018,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,1600,9800,1600,11400,85.9649122807018,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,1600,9900,1600,11500,86.0869565217391,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,1600,10000,1600,11600,86.2068965517241,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,1700,4000,1700,5700,70.1754385964912,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4100,1700,4100,1700,5800,70.6896551724138,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4200,1700,4200,1700,5900,71.1864406779661,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4300,1700,4300,1700,6000,71.6666666666667,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4400,1700,4400,1700,6100,72.1311475409836,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,1700,4500,1700,6200,72.5806451612903,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,1700,4600,1700,6300,73.015873015873,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,1700,4700,1700,6400,73.4375,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,1700,4800,1700,6500,73.8461538461539,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,1700,4900,1700,6600,74.2424242424242,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,1700,5000,1700,6700,74.6268656716418,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,1700,5100,1700,6800,75,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,1700,5200,1700,6900,75.3623188405797,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,1700,5300,1700,7000,75.7142857142857,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5400,1700,5400,1700,7100,76.056338028169,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5500,1700,5500,1700,7200,76.3888888888889,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5600,1700,5600,1700,7300,76.7123287671233,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5700,1700,5700,1700,7400,77.027027027027,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5800,1700,5800,1700,7500,77.3333333333333,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5900,1700,5900,1700,7600,77.6315789473684,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6000,1700,6000,1700,7700,77.9220779220779,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6100,1700,6100,1700,7800,78.2051282051282,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6200,1700,6200,1700,7900,78.4810126582278,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6300,1700,6300,1700,8000,78.75,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6400,1700,6400,1700,8100,79.0123456790123,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
6500,1700,6500,1700,8200,79.2682926829268,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6600,1700,6600,1700,8300,79.5180722891566,"Quorum met","Quorum met","Quorum met","Quorum not met"
6700,1700,6700,1700,8400,79.7619047619048,"Quorum met","Quorum met","Quorum met","Quorum not met"
6800,1700,6800,1700,8500,80,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,1700,6900,1700,8600,80.2325581395349,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,1700,7000,1700,8700,80.4597701149425,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,1700,7100,1700,8800,80.6818181818182,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,1700,7200,1700,8900,80.8988764044944,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,1700,7300,1700,9000,81.1111111111111,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,1700,7400,1700,9100,81.3186813186813,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,1700,7500,1700,9200,81.5217391304348,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,1700,7600,1700,9300,81.7204301075269,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,1700,7700,1700,9400,81.9148936170213,"Quorum met","Quorum met","Quorum met","Quorum not met"
